annee,mediane_bootstrap,ic_bas_95,ic_haut_95,largeur_relative_pct
2019,6.178380717922481,5.208298603557914,7.391814331570854,35.341229809275355
2020,7.573981689278407,7.023413906589061,8.663725449616447,21.657189181608153
2021,9.794052613999899,9.180969618837898,10.71345398083989,15.647091376775085
2022,10.919847032129761,10.265770361105748,11.737540536353512,13.477937657160718
2023,11.157194578533495,10.60169633098008,11.703964076710708,9.87943463719274
2024,11.34807196445059,10.818552504909183,11.956545381708475,10.028072437011433
2025,12.503646847425529,11.835622249581371,13.329065826045973,11.944063957405339
