annee,mediane_bootstrap,ic_bas_95,ic_haut_95,largeur_relative_pct
2019,6.414624956011101,5.3183145359355875,7.965806011537956,41.272739930359016
2020,7.192078680238869,6.127251718810293,8.93479282813587,39.036573905116555
2021,8.77034509748378,7.446444887635611,11.057408159662417,41.17241946457494
2022,10.504291747697575,8.65695811689565,12.9431131228473,40.80384578894744
2023,11.05476602500271,9.240434271191207,13.740804906313745,40.709777348014335
2024,11.78319668453171,9.494919456673221,14.594037800369215,43.27449061755726
2025,12.967724497827428,10.523866999519104,16.272821488076968,44.33279323231324
