code_commune,nom_commune,LIBDENS7,predicted_cluster,predicted_name,proba_cluster_0,proba_cluster_1,proba_cluster_2,proba_cluster_3,extrapolated
06125,Saint-Martin-d'Entraunes,Rural à habitat très dispersé,3,Tourisme litoral,0.0504,0.0246,0.4508,0.4742,1
06126,Saint-Martin-du-Var,Ceintures urbaines,2,Tourisme rural,0.2548,0.1502,0.3152,0.2798,1
06127,Saint-Martin-Vésubie,Bourgs ruraux,2,Tourisme rural,0.1214,0.0293,0.5705,0.2787,1
06128,Saint-Paul-de-Vence,Ceintures urbaines,3,Tourisme litoral,0.199,0.0478,0.2992,0.454,1
06129,Saint-Sauveur-sur-Tinée,Rural à habitat dispersé,2,Tourisme rural,0.0802,0.0246,0.6521,0.2431,1
06130,Saint-Vallier-de-Thiey,Bourgs ruraux,2,Tourisme rural,0.1173,0.0401,0.4349,0.4076,1
06131,Sallagriffon,Rural à habitat très dispersé,2,Tourisme rural,0.038,0.0177,0.4864,0.4578,1
06132,Saorge,Rural à habitat dispersé,2,Tourisme rural,0.0595,0.0267,0.5018,0.412,1
06133,Sauze,Rural à habitat très dispersé,2,Tourisme rural,0.0702,0.0323,0.5019,0.3955,1
06134,Séranon,Rural à habitat dispersé,2,Tourisme rural,0.0343,0.0174,0.4941,0.4542,1
06135,Sigale,Rural à habitat dispersé,2,Tourisme rural,0.0512,0.019,0.4882,0.4415,1
06136,Sospel,Bourgs ruraux,3,Tourisme litoral,0.0852,0.03,0.3986,0.4862,1
06137,Spéracèdes,Ceintures urbaines,2,Tourisme rural,0.1884,0.0481,0.4526,0.3109,1
06138,Théoule-sur-Mer,Rural à habitat dispersé,2,Tourisme rural,0.1463,0.0197,0.5821,0.2519,1
06139,Thiéry,Rural à habitat très dispersé,2,Tourisme rural,0.0818,0.0335,0.5011,0.3836,1
06140,Le Tignet,Ceintures urbaines,2,Tourisme rural,0.1474,0.0446,0.5015,0.3065,0
06141,Toudon,Rural à habitat dispersé,2,Tourisme rural,0.0545,0.0251,0.4838,0.4366,1
06142,Touët-de-l'Escarène,Rural à habitat dispersé,2,Tourisme rural,0.0453,0.0185,0.4866,0.4496,1
06143,Touët-sur-Var,Rural à habitat dispersé,2,Tourisme rural,0.0605,0.0222,0.476,0.4414,1
06144,La Tour,Rural à habitat dispersé,2,Tourisme rural,0.0823,0.0228,0.604,0.2909,1
06145,Tourette-du-Château,Rural à habitat dispersé,2,Tourisme rural,0.0697,0.0278,0.5312,0.3713,1
06146,Tournefort,Rural à habitat très dispersé,2,Tourisme rural,0.0742,0.0276,0.612,0.2862,1
06147,Tourrette-Levens,Ceintures urbaines,3,Tourisme litoral,0.1877,0.0523,0.371,0.389,1
06148,Tourrettes-sur-Loup,Ceintures urbaines,3,Tourisme litoral,0.1574,0.0473,0.3739,0.4214,1
06149,La Trinité,Grands centres urbains,0,Peri-urbain loisirs,0.4994,0.2396,0.1081,0.1529,1
06150,La Turbie,Ceintures urbaines,3,Tourisme litoral,0.2147,0.0449,0.3278,0.4126,0
06151,Utelle,Rural à habitat dispersé,2,Tourisme rural,0.0773,0.0251,0.5753,0.3223,1
06152,Valbonne,Ceintures urbaines,0,Peri-urbain loisirs,0.3317,0.1346,0.2637,0.27,1
06153,Valdeblore,Rural à habitat dispersé,3,Tourisme litoral,0.0499,0.0225,0.4354,0.4922,1
06154,Valderoure,Rural à habitat dispersé,2,Tourisme rural,0.0542,0.015,0.5318,0.399,1
06155,Vallauris,Grands centres urbains,0,Peri-urbain loisirs,0.6038,0.1753,0.0415,0.1794,0
06156,Venanson,Rural à habitat dispersé,2,Tourisme rural,0.0698,0.0277,0.5322,0.3702,1
06157,Vence,Centres urbains intermédiaires,3,Tourisme litoral,0.2611,0.0873,0.3109,0.3407,1
06158,Villars-sur-Var,Bourgs ruraux,2,Tourisme rural,0.1149,0.0303,0.5765,0.2784,1
06159,Villefranche-sur-Mer,Grands centres urbains,0,Peri-urbain loisirs,0.3867,0.2269,0.1306,0.2558,1
06160,Villeneuve-d'Entraunes,Rural à habitat très dispersé,3,Tourisme litoral,0.0585,0.0239,0.4453,0.4723,1
06161,Villeneuve-Loubet,Grands centres urbains,0,Peri-urbain loisirs,0.494,0.1925,0.0587,0.2548,0
06162,La Brigue,Rural à habitat dispersé,3,Tourisme litoral,0.0512,0.0214,0.4363,0.4912,1
06163,Tende,Bourgs ruraux,2,Tourisme rural,0.1156,0.033,0.4954,0.356,1
07001,Accons,Rural à habitat dispersé,2,Tourisme rural,0.0662,0.0197,0.658,0.2561,1
07002,Ailhon,Rural à habitat dispersé,2,Tourisme rural,0.0449,0.0151,0.685,0.255,1
07003,Aizac,Rural à habitat dispersé,2,Tourisme rural,0.0611,0.0191,0.6401,0.2797,1
07004,Ajoux,Rural à habitat très dispersé,2,Tourisme rural,0.0689,0.0162,0.7047,0.2102,1
07005,Alba-la-Romaine,Rural à habitat dispersé,2,Tourisme rural,0.0442,0.0139,0.598,0.3439,1
07006,Albon-d'Ardèche,Rural à habitat dispersé,2,Tourisme rural,0.0664,0.013,0.7436,0.177,1
07007,Alboussière,Bourgs ruraux,2,Tourisme rural,0.0608,0.0142,0.6251,0.2999,1
07008,Alissas,Bourgs ruraux,2,Tourisme rural,0.0582,0.0212,0.5836,0.337,1
07009,Andance,Bourgs ruraux,2,Tourisme rural,0.0635,0.0204,0.6903,0.2258,1
07010,Annonay,Petites villes,2,Tourisme rural,0.2885,0.2203,0.3139,0.1772,0
07011,Vallées-d'Antraigues-Asperjoc,Rural à habitat dispersé,2,Tourisme rural,0.0836,0.0271,0.5916,0.2977,1
07012,Arcens,Rural à habitat dispersé,2,Tourisme rural,0.0462,0.008,0.5862,0.3596,1
07013,Ardoix,Bourgs ruraux,2,Tourisme rural,0.0366,0.0208,0.7643,0.1783,1
07014,Arlebosc,Rural à habitat très dispersé,2,Tourisme rural,0.0888,0.0165,0.5801,0.3147,1
07015,Arras-sur-Rhône,Rural à habitat dispersé,2,Tourisme rural,0.024,0.0169,0.8036,0.1555,0
07017,Les Assions,Rural à habitat dispersé,3,Tourisme litoral,0.0346,0.0124,0.4626,0.4904,1
07018,Astet,Rural à habitat très dispersé,2,Tourisme rural,0.0639,0.0232,0.6244,0.2884,1
07019,Aubenas,Centres urbains intermédiaires,0,Peri-urbain loisirs,0.3167,0.196,0.2316,0.2557,1
07020,Aubignas,Rural à habitat dispersé,2,Tourisme rural,0.0302,0.0097,0.6204,0.3396,1
07022,Baix,Rural à habitat dispersé,2,Tourisme rural,0.0305,0.0102,0.8082,0.1511,0
07023,Balazuc,Rural à habitat dispersé,2,Tourisme rural,0.0423,0.009,0.5952,0.3535,1
07024,Banne,Rural à habitat dispersé,2,Tourisme rural,0.0302,0.0107,0.5803,0.3787,1
07025,Barnas,Rural à habitat dispersé,2,Tourisme rural,0.0559,0.0166,0.4937,0.4339,1
07026,Le Béage,Rural à habitat dispersé,2,Tourisme rural,0.0318,0.0105,0.5685,0.3892,1
07027,Beauchastel,Petites villes,2,Tourisme rural,0.075,0.0217,0.6762,0.2271,1
07028,Beaulieu,Rural à habitat dispersé,2,Tourisme rural,0.0342,0.0095,0.5369,0.4193,1
07029,Beaumont,Rural à habitat très dispersé,2,Tourisme rural,0.0435,0.0185,0.5203,0.4177,1
07030,Beauvène,Rural à habitat dispersé,2,Tourisme rural,0.0881,0.0209,0.7057,0.1853,1
07031,Berrias-et-Casteljau,Rural à habitat dispersé,3,Tourisme litoral,0.025,0.0089,0.3729,0.5931,1
07032,Berzème,Rural à habitat très dispersé,2,Tourisme rural,0.0369,0.0107,0.5723,0.3801,1
07033,Bessas,Rural à habitat très dispersé,2,Tourisme rural,0.0252,0.0138,0.5548,0.4061,1
07034,Bidon,Rural à habitat dispersé,2,Tourisme rural,0.0234,0.0112,0.5775,0.3879,1
07035,Boffres,Rural à habitat très dispersé,2,Tourisme rural,0.0406,0.0107,0.6179,0.3309,1
07036,Bogy,Rural à habitat dispersé,2,Tourisme rural,0.0121,0.0075,0.8137,0.1667,1
07037,Borée,Rural à habitat très dispersé,2,Tourisme rural,0.064,0.0199,0.496,0.4201,1
07038,Borne,Rural à habitat très dispersé,2,Tourisme rural,0.0616,0.017,0.5073,0.4141,1
07039,Bozas,Rural à habitat très dispersé,2,Tourisme rural,0.0399,0.0089,0.6263,0.3248,1
07040,Boucieu-le-Roi,Rural à habitat très dispersé,2,Tourisme rural,0.0341,0.0089,0.6435,0.3136,1
07041,Boulieu-lès-Annonay,Petites villes,2,Tourisme rural,0.1659,0.0373,0.6223,0.1745,1
07042,Bourg-Saint-Andéol,Petites villes,2,Tourisme rural,0.0984,0.0254,0.5443,0.3319,1
07044,Brossainc,Rural à habitat dispersé,2,Tourisme rural,0.0367,0.0105,0.6535,0.2992,1
07045,Burzet,Rural à habitat dispersé,2,Tourisme rural,0.0854,0.0209,0.7002,0.1935,1
07047,Cellier-du-Luc,Rural à habitat très dispersé,2,Tourisme rural,0.0367,0.0102,0.5691,0.384,1
07048,Chalencon,Rural à habitat dispersé,2,Tourisme rural,0.0594,0.0134,0.772,0.1552,1
07049,Le Chambon,Rural à habitat très dispersé,2,Tourisme rural,0.072,0.0214,0.6225,0.2841,1
07050,Chambonas,Rural à habitat dispersé,2,Tourisme rural,0.0404,0.0158,0.746,0.1978,1
07051,Champagne,Petites villes,2,Tourisme rural,0.0372,0.0189,0.7144,0.2296,1
07052,Champis,Rural à habitat dispersé,2,Tourisme rural,0.0412,0.0092,0.6349,0.3147,1
07053,Chandolas,Rural à habitat dispersé,3,Tourisme litoral,0.0198,0.0101,0.2918,0.6783,1
07054,Chanéac,Rural à habitat très dispersé,2,Tourisme rural,0.061,0.0139,0.5823,0.3428,1
07055,Charmes-sur-Rhône,Ceintures urbaines,2,Tourisme rural,0.2309,0.0898,0.3652,0.314,1
07056,Charnas,Rural à habitat dispersé,2,Tourisme rural,0.0478,0.0167,0.7742,0.1612,1
07058,Chassiers,Rural à habitat dispersé,2,Tourisme rural,0.0391,0.015,0.5896,0.3563,1
07059,Châteaubourg,Rural à habitat très dispersé,2,Tourisme rural,0.0229,0.0047,0.8979,0.0745,1
07060,Châteauneuf-de-Vernoux,Rural à habitat dispersé,2,Tourisme rural,0.0351,0.0093,0.6324,0.3231,1
07061,Chauzon,Rural à habitat dispersé,2,Tourisme rural,0.0282,0.0122,0.5588,0.4008,1
07062,Chazeaux,Rural à habitat dispersé,2,Tourisme rural,0.0405,0.0095,0.5774,0.3726,1
07063,Cheminas,Rural à habitat dispersé,2,Tourisme rural,0.0197,0.0087,0.778,0.1936,1
07064,Le Cheylard,Bourgs ruraux,2,Tourisme rural,0.1587,0.0354,0.6145,0.1914,0
07065,Chirols,Rural à habitat dispersé,2,Tourisme rural,0.0627,0.016,0.722,0.1994,1
07066,Chomérac,Bourgs ruraux,2,Tourisme rural,0.0744,0.0204,0.5228,0.3825,1
07067,Colombier-le-Cardinal,Rural à habitat dispersé,2,Tourisme rural,0.041,0.0207,0.6707,0.2676,1
07068,Colombier-le-Jeune,Rural à habitat dispersé,2,Tourisme rural,0.0308,0.0094,0.6428,0.317,1
07069,Colombier-le-Vieux,Rural à habitat dispersé,2,Tourisme rural,0.0218,0.0084,0.6755,0.2943,1
07070,Cornas,Ceintures urbaines,2,Tourisme rural,0.2364,0.0496,0.5626,0.1513,1
07071,Coucouron,Rural à habitat dispersé,2,Tourisme rural,0.0352,0.0109,0.5996,0.3542,1
07072,Coux,Rural à habitat dispersé,2,Tourisme rural,0.0537,0.0187,0.5674,0.3602,1
07073,Le Crestet,Rural à habitat dispersé,2,Tourisme rural,0.0383,0.0077,0.6543,0.2997,1
07074,Creysseilles,Rural à habitat très dispersé,2,Tourisme rural,0.0458,0.0127,0.6792,0.2624,1
07075,Cros-de-Géorand,Rural à habitat très dispersé,2,Tourisme rural,0.0397,0.0127,0.5569,0.3907,1
07076,Cruas,Bourgs ruraux,2,Tourisme rural,0.1101,0.0239,0.6022,0.2638,1
07077,Darbres,Rural à habitat dispersé,2,Tourisme rural,0.0309,0.0085,0.5782,0.3825,1
07078,Davézieux,Petites villes,2,Tourisme rural,0.1789,0.0797,0.5293,0.2121,1
07079,Désaignes,Rural à habitat dispersé,2,Tourisme rural,0.0663,0.0115,0.5851,0.3371,1
07080,Devesset,Rural à habitat très dispersé,2,Tourisme rural,0.0458,0.0106,0.5894,0.3542,1
07081,Dompnac,Rural à habitat très dispersé,2,Tourisme rural,0.0508,0.0211,0.4933,0.4347,1
07082,Dornas,Rural à habitat dispersé,2,Tourisme rural,0.0642,0.0148,0.7445,0.1766,1
07083,Dunière-sur-Eyrieux,Rural à habitat dispersé,2,Tourisme rural,0.0325,0.0135,0.791,0.163,1
07084,Eclassan,Rural à habitat dispersé,2,Tourisme rural,0.0262,0.0074,0.7829,0.1835,1
07085,Empurany,Rural à habitat très dispersé,2,Tourisme rural,0.0591,0.013,0.6245,0.3034,1
07086,Étables,Rural à habitat dispersé,2,Tourisme rural,0.0309,0.008,0.7207,0.2405,1
07087,Fabras,Rural à habitat dispersé,2,Tourisme rural,0.0498,0.0109,0.7871,0.1521,1
07088,Faugères,Rural à habitat très dispersé,2,Tourisme rural,0.0379,0.0127,0.5598,0.3896,1
07089,Félines,Rural à habitat dispersé,2,Tourisme rural,0.0626,0.019,0.7227,0.1957,1
07090,Flaviac,Bourgs ruraux,2,Tourisme rural,0.0543,0.0212,0.5799,0.3445,1
07091,Fons,Rural à habitat dispersé,2,Tourisme rural,0.0312,0.013,0.7096,0.2462,1
07092,Freyssenet,Rural à habitat très dispersé,2,Tourisme rural,0.0355,0.0113,0.5833,0.3699,1
07093,Genestelle,Rural à habitat dispersé,2,Tourisme rural,0.0544,0.017,0.5044,0.4242,1
07094,Gilhac-et-Bruzac,Rural à habitat très dispersé,2,Tourisme rural,0.0429,0.0145,0.6983,0.2444,1
07095,Gilhoc-sur-Ormèze,Rural à habitat très dispersé,2,Tourisme rural,0.0432,0.0097,0.6313,0.3158,1
07096,Gluiras,Rural à habitat très dispersé,2,Tourisme rural,0.0952,0.0272,0.6347,0.2429,1
07097,Glun,Petites villes,2,Tourisme rural,0.0217,0.0079,0.892,0.0784,1
07098,Gourdon,Rural à habitat très dispersé,2,Tourisme rural,0.0484,0.0126,0.6573,0.2816,1
07099,Gras,Rural à habitat très dispersé,2,Tourisme rural,0.0272,0.0158,0.5503,0.4066,1
07100,Gravières,Rural à habitat dispersé,2,Tourisme rural,0.0574,0.0248,0.6029,0.3149,1
07101,Grospierres,Rural à habitat dispersé,2,Tourisme rural,0.0497,0.0103,0.5164,0.4235,1
07102,Guilherand-Granges,Grands centres urbains,0,Peri-urbain loisirs,0.4494,0.4153,0.0369,0.0983,0
07103,Saint-Julien-d'Intres,Rural à habitat très dispersé,2,Tourisme rural,0.0471,0.0083,0.6355,0.3091,0
07104,Issamoulenc,Rural à habitat très dispersé,2,Tourisme rural,0.0889,0.0211,0.6882,0.2018,1
07105,Issanlas,Rural à habitat très dispersé,2,Tourisme rural,0.047,0.0125,0.6631,0.2773,1
07106,Issarlès,Rural à habitat très dispersé,2,Tourisme rural,0.0365,0.0101,0.5916,0.3618,1
07107,Jaujac,Rural à habitat dispersé,2,Tourisme rural,0.068,0.0189,0.5174,0.3957,1
07108,Jaunac,Rural à habitat dispersé,2,Tourisme rural,0.0666,0.0098,0.7758,0.1478,1
07109,Joannas,Rural à habitat dispersé,2,Tourisme rural,0.045,0.0183,0.5134,0.4233,1
07110,Joyeuse,Bourgs ruraux,2,Tourisme rural,0.0545,0.015,0.6623,0.2681,1
07111,Juvinas,Rural à habitat très dispersé,2,Tourisme rural,0.0723,0.0166,0.6977,0.2135,1
07112,Labastide-sur-Bésorgues,Rural à habitat dispersé,2,Tourisme rural,0.0846,0.023,0.6476,0.2448,1
07113,Labastide-de-Virac,Rural à habitat dispersé,2,Tourisme rural,0.0283,0.0106,0.6171,0.344,1
07114,Labatie-d'Andaure,Rural à habitat très dispersé,2,Tourisme rural,0.045,0.0101,0.6204,0.3245,1
07115,Labeaume,Rural à habitat dispersé,2,Tourisme rural,0.0185,0.014,0.5946,0.373,1
07116,Labégude,Ceintures urbaines,2,Tourisme rural,0.1743,0.0511,0.5554,0.2192,1
07117,Lablachère,Rural à habitat dispersé,2,Tourisme rural,0.046,0.016,0.6733,0.2647,1
07118,Laboule,Rural à habitat très dispersé,2,Tourisme rural,0.0507,0.0209,0.4899,0.4386,1
07119,Le Lac-d'Issarlès,Rural à habitat très dispersé,2,Tourisme rural,0.0366,0.0106,0.5965,0.3564,1
07120,Lachamp-Raphaël,Rural à habitat très dispersé,2,Tourisme rural,0.0474,0.0122,0.6723,0.2681,1
07121,Lachapelle-Graillouse,Rural à habitat très dispersé,2,Tourisme rural,0.0353,0.0108,0.5783,0.3755,1
07122,Lachapelle-sous-Aubenas,Rural à habitat dispersé,2,Tourisme rural,0.0751,0.0181,0.6212,0.2857,1
07123,Lachapelle-sous-Chanéac,Rural à habitat dispersé,2,Tourisme rural,0.0394,0.0065,0.6197,0.3345,1
07124,Lafarre,Rural à habitat très dispersé,2,Tourisme rural,0.052,0.0104,0.5782,0.3594,1
07126,Lagorce,Rural à habitat dispersé,2,Tourisme rural,0.0485,0.0088,0.5544,0.3884,1
07127,Lalevade-d'Ardèche,Bourgs ruraux,2,Tourisme rural,0.1389,0.0403,0.6143,0.2064,1
07128,Lalouvesc,Rural à habitat dispersé,2,Tourisme rural,0.0383,0.0079,0.6554,0.2984,1
07129,Lamastre,Bourgs ruraux,2,Tourisme rural,0.0752,0.0168,0.6204,0.2876,1
07130,Lanarce,Rural à habitat très dispersé,2,Tourisme rural,0.0701,0.0145,0.6776,0.2377,1
07131,Lanas,Rural à habitat dispersé,2,Tourisme rural,0.0119,0.0094,0.7028,0.2759,1
07132,Largentière,Bourgs ruraux,2,Tourisme rural,0.084,0.0216,0.5517,0.3427,1
07133,Larnas,Rural à habitat dispersé,2,Tourisme rural,0.0269,0.0087,0.5902,0.3741,1
07134,Laurac-en-Vivarais,Rural à habitat dispersé,2,Tourisme rural,0.0436,0.0183,0.62,0.3182,1
07136,Laveyrune,Rural à habitat très dispersé,2,Tourisme rural,0.0353,0.0111,0.5775,0.3761,1
07137,Lavillatte,Rural à habitat très dispersé,2,Tourisme rural,0.0479,0.0096,0.5821,0.3605,1
07138,Lavilledieu,Bourgs ruraux,2,Tourisme rural,0.0574,0.0206,0.6129,0.3091,1
07139,Laviolle,Rural à habitat dispersé,2,Tourisme rural,0.0646,0.0169,0.5353,0.3831,1
07140,Lemps,Rural à habitat dispersé,2,Tourisme rural,0.0191,0.0079,0.8534,0.1196,1
07141,Lentillères,Rural à habitat dispersé,2,Tourisme rural,0.0443,0.0135,0.6861,0.2562,1
07142,Lespéron,Rural à habitat très dispersé,2,Tourisme rural,0.0485,0.0115,0.6218,0.3182,1
07143,Limony,Rural à habitat dispersé,2,Tourisme rural,0.0157,0.0135,0.8552,0.1156,1
07144,Loubaresse,Rural à habitat très dispersé,2,Tourisme rural,0.0349,0.0109,0.5701,0.3841,1
07145,Lussas,Rural à habitat dispersé,2,Tourisme rural,0.0318,0.0141,0.7638,0.1903,1
07146,Lyas,Rural à habitat dispersé,2,Tourisme rural,0.0422,0.0117,0.6272,0.3189,1
07147,Malarce-sur-la-Thines,Rural à habitat très dispersé,2,Tourisme rural,0.0726,0.0296,0.5405,0.3573,1
07148,Malbosc,Rural à habitat très dispersé,2,Tourisme rural,0.0306,0.0185,0.5169,0.434,1
07149,Marcols-les-Eaux,Rural à habitat dispersé,2,Tourisme rural,0.0628,0.0164,0.7285,0.1924,1
07150,Mariac,Rural à habitat dispersé,2,Tourisme rural,0.0563,0.0121,0.7394,0.1922,1
07151,Mars,Rural à habitat très dispersé,2,Tourisme rural,0.0407,0.0088,0.614,0.3365,1
07152,Mauves,Ceintures urbaines,2,Tourisme rural,0.1125,0.0302,0.735,0.1223,1
07153,Mayres,Rural à habitat très dispersé,2,Tourisme rural,0.0607,0.0198,0.483,0.4365,1
07154,Mazan-l'Abbaye,Rural à habitat très dispersé,2,Tourisme rural,0.0679,0.0134,0.7036,0.2151,1
07155,Mercuer,Rural à habitat dispersé,2,Tourisme rural,0.0587,0.0125,0.721,0.2078,1
07156,Meyras,Rural à habitat dispersé,2,Tourisme rural,0.0431,0.0145,0.7973,0.1451,1
07157,Meysse,Bourgs ruraux,2,Tourisme rural,0.0458,0.0166,0.7428,0.1948,1
07158,Mézilhac,Rural à habitat très dispersé,2,Tourisme rural,0.0566,0.018,0.6429,0.2825,1
07159,Mirabel,Rural à habitat dispersé,2,Tourisme rural,0.028,0.0114,0.6275,0.3331,1
07160,Monestier,Rural à habitat très dispersé,2,Tourisme rural,0.0897,0.0165,0.5527,0.3411,1
07161,Montpezat-sous-Bauzon,Rural à habitat dispersé,2,Tourisme rural,0.09,0.0256,0.6686,0.2157,1
07162,Montréal,Rural à habitat dispersé,2,Tourisme rural,0.0365,0.0153,0.6514,0.2968,1
07163,Montselgues,Rural à habitat très dispersé,2,Tourisme rural,0.0512,0.0203,0.5104,0.4181,1
07165,Belsentes,Rural à habitat dispersé,2,Tourisme rural,0.0613,0.0172,0.702,0.2196,1
07166,Nozières,Rural à habitat très dispersé,2,Tourisme rural,0.042,0.0091,0.6265,0.3224,1
07167,Les Ollières-sur-Eyrieux,Rural à habitat dispersé,2,Tourisme rural,0.0387,0.019,0.7982,0.1441,1
07168,Orgnac-l'Aven,Rural à habitat dispersé,2,Tourisme rural,0.0257,0.0128,0.5739,0.3876,1
07169,Ozon,Rural à habitat dispersé,2,Tourisme rural,0.0148,0.0027,0.9178,0.0647,1
07170,Pailharès,Rural à habitat très dispersé,2,Tourisme rural,0.0502,0.0112,0.5997,0.3389,1
07171,Payzac,Rural à habitat dispersé,2,Tourisme rural,0.0366,0.0162,0.6792,0.268,1
07172,Peaugres,Bourgs ruraux,2,Tourisme rural,0.0937,0.0224,0.6569,0.227,1
07173,Péreyres,Rural à habitat très dispersé,2,Tourisme rural,0.0861,0.0221,0.6861,0.2057,1
07174,Peyraud,Rural à habitat dispersé,2,Tourisme rural,0.0157,0.0077,0.9003,0.0763,1
07175,Le Plagnal,Rural à habitat très dispersé,2,Tourisme rural,0.0359,0.0101,0.566,0.388,1
07176,Planzolles,Rural à habitat dispersé,2,Tourisme rural,0.03,0.0118,0.5693,0.3889,1
07177,Plats,Bourgs ruraux,2,Tourisme rural,0.0431,0.013,0.7864,0.1574,1
07178,Pont-de-Labeaume,Rural à habitat dispersé,2,Tourisme rural,0.043,0.0182,0.7653,0.1735,1
07179,Pourchères,Rural à habitat dispersé,2,Tourisme rural,0.0405,0.0109,0.6803,0.2683,1
07181,Le Pouzin,Bourgs ruraux,2,Tourisme rural,0.0933,0.0201,0.498,0.3887,1
07182,Prades,Bourgs ruraux,2,Tourisme rural,0.0567,0.0159,0.7374,0.19,1
07183,Pradons,Bourgs ruraux,2,Tourisme rural,0.042,0.0196,0.6335,0.3049,1
07184,Pranles,Rural à habitat dispersé,2,Tourisme rural,0.0405,0.0117,0.7206,0.2272,1
07185,Préaux,Rural à habitat dispersé,2,Tourisme rural,0.0414,0.0081,0.6237,0.3268,1
07186,Privas,Petites villes,2,Tourisme rural,0.3141,0.148,0.333,0.2048,0
07187,Prunet,Rural à habitat dispersé,2,Tourisme rural,0.0365,0.014,0.5298,0.4198,1
07188,Quintenas,Rural à habitat dispersé,2,Tourisme rural,0.0472,0.0151,0.6761,0.2616,1
07189,Ribes,Rural à habitat dispersé,2,Tourisme rural,0.0403,0.0152,0.6508,0.2937,1
07190,Rochecolombe,Rural à habitat très dispersé,2,Tourisme rural,0.0321,0.0073,0.7735,0.1871,1
07191,Rochemaure,Ceintures urbaines,2,Tourisme rural,0.081,0.0236,0.7303,0.1651,0
07192,Rochepaule,Rural à habitat très dispersé,2,Tourisme rural,0.0499,0.0104,0.5869,0.3527,1
07193,Rocher,Rural à habitat dispersé,2,Tourisme rural,0.0327,0.0136,0.5881,0.3656,1
07194,Rochessauve,Rural à habitat dispersé,2,Tourisme rural,0.0352,0.0113,0.5886,0.3649,1
07195,La Rochette,Rural à habitat très dispersé,2,Tourisme rural,0.0759,0.0206,0.4986,0.4049,1
07196,Rocles,Rural à habitat très dispersé,2,Tourisme rural,0.0401,0.0205,0.5214,0.418,1
07197,Roiffieux,Petites villes,2,Tourisme rural,0.1162,0.0309,0.6746,0.1784,1
07198,Rompon,Bourgs ruraux,2,Tourisme rural,0.0358,0.0138,0.7458,0.2046,1
07199,Rosières,Rural à habitat dispersé,2,Tourisme rural,0.0303,0.0091,0.7786,0.182,1
07200,Le Roux,Rural à habitat très dispersé,2,Tourisme rural,0.052,0.0154,0.5449,0.3878,1
07201,Ruoms,Bourgs ruraux,2,Tourisme rural,0.0419,0.0139,0.5134,0.4307,0
07202,Sablières,Rural à habitat très dispersé,2,Tourisme rural,0.053,0.0209,0.4695,0.4565,1
07203,Sagnes-et-Goudoulet,Rural à habitat très dispersé,2,Tourisme rural,0.0442,0.0095,0.587,0.3593,1
07204,Saint-Agrève,Bourgs ruraux,2,Tourisme rural,0.07,0.0135,0.649,0.2675,1
07205,Saint-Alban-d'Ay,Rural à habitat dispersé,2,Tourisme rural,0.0703,0.0125,0.6046,0.3127,1
07206,Saint-Alban-en-Montagne,Rural à habitat très dispersé,2,Tourisme rural,0.0362,0.0107,0.5758,0.3773,1
07207,Saint-Alban-Auriolles,Rural à habitat dispersé,3,Tourisme litoral,0.0292,0.0123,0.3706,0.5879,1
07208,Saint-Andéol-de-Berg,Rural à habitat dispersé,2,Tourisme rural,0.0254,0.0088,0.5592,0.4066,1
07209,Saint-Andéol-de-Fourchades,Rural à habitat très dispersé,2,Tourisme rural,0.0635,0.0203,0.6319,0.2842,1
07210,Saint-Andéol-de-Vals,Rural à habitat dispersé,2,Tourisme rural,0.0521,0.0153,0.7509,0.1817,1
07211,Saint-André-de-Cruzières,Rural à habitat dispersé,2,Tourisme rural,0.035,0.01,0.5298,0.4251,1
07212,Saint-André-en-Vivarais,Rural à habitat très dispersé,2,Tourisme rural,0.0441,0.0094,0.6014,0.3452,1
07213,Saint-André-Lachamp,Rural à habitat très dispersé,2,Tourisme rural,0.0358,0.0172,0.5113,0.4357,1
07214,Saint-Apollinaire-de-Rias,Rural à habitat très dispersé,2,Tourisme rural,0.049,0.0092,0.6226,0.3192,1
07215,Saint-Barthélemy-le-Meil,Rural à habitat très dispersé,2,Tourisme rural,0.0711,0.0162,0.7234,0.1892,1
07216,Saint-Barthélemy-Grozon,Rural à habitat dispersé,2,Tourisme rural,0.0435,0.0088,0.6085,0.3392,1
07217,Saint-Barthélemy-le-Plain,Rural à habitat dispersé,2,Tourisme rural,0.0234,0.0074,0.6773,0.2919,1
07218,Saint-Basile,Rural à habitat très dispersé,2,Tourisme rural,0.04,0.0083,0.6195,0.3322,1
07219,Saint-Bauzile,Rural à habitat dispersé,2,Tourisme rural,0.0261,0.0111,0.6271,0.3357,1
07220,Saint-Christol,Rural à habitat très dispersé,2,Tourisme rural,0.0508,0.0121,0.5682,0.3689,1
07221,Saint-Cierge-la-Serre,Rural à habitat dispersé,2,Tourisme rural,0.0366,0.0117,0.6863,0.2654,1
07222,Saint-Cierge-sous-le-Cheylard,Rural à habitat dispersé,2,Tourisme rural,0.049,0.0123,0.7371,0.2016,1
07223,Saint-Cirgues-de-Prades,Rural à habitat dispersé,2,Tourisme rural,0.0438,0.0127,0.6814,0.262,1
07224,Saint-Cirgues-en-Montagne,Rural à habitat dispersé,2,Tourisme rural,0.0479,0.0089,0.5932,0.35,1
07225,Saint-Clair,Rural à habitat dispersé,2,Tourisme rural,0.1296,0.0253,0.6779,0.1671,1
