code_commune,nom_commune,LIBDENS7,predicted_cluster,predicted_name,proba_cluster_0,proba_cluster_1,proba_cluster_2,proba_cluster_3,extrapolated
01001,L'Abergement-Clémenciat,Rural à habitat dispersé,2,Tourisme rural,0.0172,0.0142,0.6552,0.3134,1
01002,L'Abergement-de-Varey,Rural à habitat dispersé,2,Tourisme rural,0.034,0.0075,0.6732,0.2853,1
01004,Ambérieu-en-Bugey,Centres urbains intermédiaires,0,Peri-urbain loisirs,0.3041,0.1866,0.2821,0.2272,1
01005,Ambérieux-en-Dombes,Bourgs ruraux,2,Tourisme rural,0.0709,0.0288,0.6256,0.2748,1
01006,Ambléon,Rural à habitat dispersé,2,Tourisme rural,0.0687,0.0108,0.6189,0.3016,1
01007,Ambronay,Rural à habitat dispersé,2,Tourisme rural,0.0433,0.0124,0.7891,0.1552,1
01008,Ambutrix,Ceintures urbaines,2,Tourisme rural,0.107,0.0309,0.6613,0.2007,1
01009,Andert-et-Condon,Rural à habitat dispersé,2,Tourisme rural,0.0173,0.0068,0.7842,0.1917,1
01010,Anglefort,Bourgs ruraux,2,Tourisme rural,0.1581,0.0288,0.6651,0.1479,1
01011,Apremont,Rural à habitat dispersé,2,Tourisme rural,0.043,0.0072,0.6476,0.3022,1
01012,Aranc,Rural à habitat dispersé,2,Tourisme rural,0.0488,0.008,0.6279,0.3153,1
01013,Arandas,Rural à habitat très dispersé,2,Tourisme rural,0.0546,0.0088,0.6462,0.2904,1
01014,Arbent,Ceintures urbaines,2,Tourisme rural,0.1886,0.034,0.5294,0.2479,1
01015,Arboys en Bugey,Rural à habitat dispersé,2,Tourisme rural,0.0223,0.0077,0.7995,0.1705,1
01016,Arbigny,Rural à habitat dispersé,2,Tourisme rural,0.0136,0.016,0.6898,0.2806,1
01017,Argis,Rural à habitat dispersé,2,Tourisme rural,0.0403,0.0122,0.7785,0.169,1
01019,Armix,Rural à habitat très dispersé,2,Tourisme rural,0.0793,0.0146,0.6725,0.2336,1
01021,Ars-sur-Formans,Bourgs ruraux,2,Tourisme rural,0.1372,0.0383,0.4191,0.4054,1
01022,Artemare,Bourgs ruraux,2,Tourisme rural,0.0806,0.0341,0.6437,0.2417,1
01023,Asnières-sur-Saône,Rural à habitat dispersé,2,Tourisme rural,0.0263,0.0172,0.5412,0.4154,1
01024,Attignat,Bourgs ruraux,3,Tourisme litoral,0.0774,0.0324,0.4233,0.4669,1
01025,Bâgé-Dommartin,Rural à habitat dispersé,2,Tourisme rural,0.0387,0.0246,0.5364,0.4003,1
01026,Bâgé-le-Châtel,Bourgs ruraux,3,Tourisme litoral,0.2804,0.1943,0.1797,0.3456,1
01027,Balan,Bourgs ruraux,2,Tourisme rural,0.0944,0.0277,0.5625,0.3153,1
01028,Baneins,Rural à habitat dispersé,2,Tourisme rural,0.016,0.0129,0.6501,0.321,1
01029,Beaupont,Rural à habitat dispersé,2,Tourisme rural,0.0189,0.0168,0.5527,0.4115,1
01030,Beauregard,Ceintures urbaines,3,Tourisme litoral,0.2262,0.1731,0.2166,0.3842,1
01031,Bellignat,Centres urbains intermédiaires,2,Tourisme rural,0.2645,0.0734,0.3912,0.2709,1
01032,Béligneux,Bourgs ruraux,3,Tourisme litoral,0.1316,0.0401,0.4042,0.4241,1
01033,Valserhône,Centres urbains intermédiaires,2,Tourisme rural,0.2445,0.0664,0.4846,0.2044,1
01034,Belley,Petites villes,2,Tourisme rural,0.1424,0.0402,0.6102,0.2072,0
01035,Belleydoux,Rural à habitat dispersé,2,Tourisme rural,0.0484,0.0089,0.5941,0.3486,1
01036,Valromey-sur-Séran,Rural à habitat dispersé,2,Tourisme rural,0.0982,0.0151,0.5779,0.3088,1
01037,Bénonces,Rural à habitat dispersé,2,Tourisme rural,0.1066,0.0175,0.6939,0.182,1
01038,Bény,Rural à habitat dispersé,2,Tourisme rural,0.0199,0.0186,0.589,0.3725,1
01040,Béréziat,Rural à habitat dispersé,2,Tourisme rural,0.0235,0.0184,0.567,0.3911,1
01041,Bettant,Ceintures urbaines,2,Tourisme rural,0.1745,0.0417,0.5405,0.2432,1
01042,Bey,Rural à habitat dispersé,2,Tourisme rural,0.0235,0.0213,0.7309,0.2244,1
01043,Beynost,Centres urbains intermédiaires,2,Tourisme rural,0.2231,0.0755,0.4097,0.2917,1
01044,Billiat,Rural à habitat dispersé,2,Tourisme rural,0.104,0.0224,0.6687,0.205,1
01045,Birieux,Rural à habitat dispersé,2,Tourisme rural,0.0228,0.0144,0.6016,0.3612,1
01046,Biziat,Rural à habitat dispersé,2,Tourisme rural,0.0215,0.019,0.593,0.3665,1
01047,Blyes,Rural à habitat dispersé,3,Tourisme litoral,0.0494,0.023,0.4564,0.4712,1
01049,La Boisse,Ceintures urbaines,2,Tourisme rural,0.2539,0.074,0.377,0.295,1
01050,Boissey,Rural à habitat dispersé,2,Tourisme rural,0.024,0.0178,0.5759,0.3822,1
01051,Bolozon,Rural à habitat très dispersé,2,Tourisme rural,0.0233,0.0105,0.8555,0.1107,1
01052,Bouligneux,Rural à habitat très dispersé,2,Tourisme rural,0.0267,0.0165,0.6494,0.3074,1
01053,Bourg-en-Bresse,Centres urbains intermédiaires,0,Peri-urbain loisirs,0.3736,0.1913,0.253,0.182,1
01054,Bourg-Saint-Christophe,Bourgs ruraux,2,Tourisme rural,0.0574,0.0249,0.5507,0.367,1
01056,Boyeux-Saint-Jérôme,Rural à habitat dispersé,2,Tourisme rural,0.0397,0.0069,0.6747,0.2787,1
01057,Boz,Rural à habitat dispersé,2,Tourisme rural,0.0125,0.0158,0.7743,0.1974,1
01058,Brégnier-Cordon,Rural à habitat dispersé,2,Tourisme rural,0.0108,0.0133,0.908,0.0679,1
01060,Brénod,Rural à habitat dispersé,2,Tourisme rural,0.0523,0.0096,0.6142,0.3239,1
01061,Brens,Rural à habitat dispersé,2,Tourisme rural,0.0223,0.0214,0.8555,0.1008,1
01062,Bressolles,Ceintures urbaines,2,Tourisme rural,0.094,0.0271,0.6224,0.2565,1
01063,Brion,Petites villes,2,Tourisme rural,0.0799,0.0201,0.6271,0.273,1
01064,Briord,Rural à habitat dispersé,2,Tourisme rural,0.0186,0.011,0.9039,0.0665,1
01065,Buellas,Bourgs ruraux,2,Tourisme rural,0.0565,0.0251,0.6908,0.2277,1
01066,La Burbanche,Rural à habitat très dispersé,2,Tourisme rural,0.0561,0.0093,0.5997,0.3349,1
01067,Ceignes,Rural à habitat dispersé,2,Tourisme rural,0.0423,0.0072,0.6465,0.304,1
01068,Cerdon,Rural à habitat dispersé,2,Tourisme rural,0.0704,0.0116,0.6534,0.2646,1
01069,Certines,Bourgs ruraux,2,Tourisme rural,0.0337,0.0257,0.705,0.2356,1
01071,Cessy,Ceintures urbaines,0,Peri-urbain loisirs,0.2837,0.2568,0.2227,0.2369,1
01072,Ceyzériat,Bourgs ruraux,2,Tourisme rural,0.1975,0.0454,0.5126,0.2445,1
01073,Ceyzérieu,Rural à habitat dispersé,2,Tourisme rural,0.0147,0.0073,0.8616,0.1164,1
01074,Chalamont,Bourgs ruraux,2,Tourisme rural,0.0374,0.021,0.5973,0.3443,1
01075,Chaleins,Bourgs ruraux,2,Tourisme rural,0.0296,0.0194,0.6007,0.3503,1
01076,Chaley,Rural à habitat dispersé,2,Tourisme rural,0.0493,0.0177,0.8241,0.1089,1
01077,Challes-la-Montagne,Rural à habitat dispersé,2,Tourisme rural,0.0397,0.0069,0.6414,0.312,1
01078,Challex,Petites villes,2,Tourisme rural,0.1216,0.0255,0.5711,0.2818,1
01079,Champagne-en-Valromey,Rural à habitat dispersé,2,Tourisme rural,0.0477,0.0086,0.7061,0.2376,1
01080,Champdor-Corcelles,Rural à habitat dispersé,2,Tourisme rural,0.0488,0.008,0.61,0.3332,1
01081,Champfromier,Rural à habitat dispersé,2,Tourisme rural,0.0833,0.0149,0.5834,0.3184,1
01082,Chanay,Rural à habitat dispersé,2,Tourisme rural,0.0981,0.017,0.6038,0.281,1
01083,Chaneins,Rural à habitat dispersé,2,Tourisme rural,0.0212,0.0173,0.6771,0.2845,1
01084,Chanoz-Châtenay,Rural à habitat dispersé,2,Tourisme rural,0.012,0.0169,0.8148,0.1563,1
01085,La Chapelle-du-Châtelard,Rural à habitat dispersé,2,Tourisme rural,0.013,0.0235,0.8177,0.1458,1
01087,Charix,Rural à habitat dispersé,2,Tourisme rural,0.0424,0.0064,0.6245,0.3266,1
01088,Charnoz-sur-Ain,Bourgs ruraux,2,Tourisme rural,0.0482,0.0256,0.4906,0.4357,1
01089,Château-Gaillard,Bourgs ruraux,2,Tourisme rural,0.0761,0.0262,0.6477,0.25,1
01090,Châtenay,Rural à habitat dispersé,2,Tourisme rural,0.0216,0.0138,0.6156,0.349,1
01092,Châtillon-la-Palud,Bourgs ruraux,2,Tourisme rural,0.0527,0.0174,0.7478,0.1821,1
01093,Châtillon-sur-Chalaronne,Bourgs ruraux,2,Tourisme rural,0.1528,0.0515,0.4154,0.3803,1
01094,Chavannes-sur-Reyssouze,Rural à habitat dispersé,2,Tourisme rural,0.0153,0.0136,0.6743,0.2968,1
01095,Nivigne et Suran,Rural à habitat dispersé,2,Tourisme rural,0.029,0.0098,0.7665,0.1947,1
01096,Chaveyriat,Rural à habitat dispersé,2,Tourisme rural,0.0095,0.0149,0.8071,0.1685,1
01098,Chazey-Bons,Rural à habitat dispersé,2,Tourisme rural,0.0265,0.0115,0.7007,0.2613,1
01099,Chazey-sur-Ain,Rural à habitat dispersé,2,Tourisme rural,0.0275,0.0204,0.6052,0.3469,1
01100,Cheignieu-la-Balme,Rural à habitat dispersé,2,Tourisme rural,0.0863,0.0234,0.6879,0.2024,1
01101,Chevillard,Rural à habitat dispersé,2,Tourisme rural,0.044,0.0071,0.6485,0.3004,1
01102,Chevroux,Rural à habitat dispersé,2,Tourisme rural,0.0274,0.02,0.5958,0.3569,1
01103,Chevry,Ceintures urbaines,2,Tourisme rural,0.2754,0.0702,0.4696,0.1847,1
01104,Chézery-Forens,Rural à habitat dispersé,2,Tourisme rural,0.0842,0.0152,0.5345,0.3661,1
01105,Civrieux,Bourgs ruraux,2,Tourisme rural,0.0489,0.0211,0.6959,0.2342,1
01106,Cize,Rural à habitat dispersé,2,Tourisme rural,0.0095,0.0067,0.9165,0.0672,1
01107,Cleyzieu,Rural à habitat dispersé,2,Tourisme rural,0.0497,0.0081,0.708,0.2341,1
01108,Coligny,Rural à habitat dispersé,2,Tourisme rural,0.0239,0.0093,0.7226,0.2442,1
01109,Collonges,Bourgs ruraux,2,Tourisme rural,0.1677,0.0318,0.5322,0.2683,1
01110,Colomieu,Rural à habitat dispersé,2,Tourisme rural,0.0196,0.0059,0.7206,0.2539,1
01111,Conand,Rural à habitat très dispersé,2,Tourisme rural,0.0857,0.014,0.5816,0.3187,1
01112,Condamine,Rural à habitat dispersé,2,Tourisme rural,0.0559,0.0109,0.6209,0.3123,1
01113,Condeissiat,Rural à habitat dispersé,2,Tourisme rural,0.0162,0.0215,0.8361,0.1262,1
01114,Confort,Rural à habitat dispersé,2,Tourisme rural,0.1167,0.0227,0.6841,0.1766,1
01115,Confrançon,Rural à habitat dispersé,2,Tourisme rural,0.0268,0.0216,0.5477,0.4038,1
01116,Contrevoz,Rural à habitat dispersé,2,Tourisme rural,0.0811,0.015,0.6406,0.2633,1
01117,Conzieu,Rural à habitat dispersé,2,Tourisme rural,0.0417,0.0094,0.7242,0.2246,1
01118,Corbonod,Rural à habitat dispersé,2,Tourisme rural,0.1258,0.0235,0.679,0.1717,1
01121,Corlier,Rural à habitat dispersé,2,Tourisme rural,0.0438,0.0084,0.6035,0.3444,1
01123,Cormoranche-sur-Saône,Rural à habitat dispersé,2,Tourisme rural,0.0314,0.0306,0.5979,0.3401,0
01124,Cormoz,Rural à habitat dispersé,2,Tourisme rural,0.0195,0.0164,0.5805,0.3837,1
01125,Corveissiat,Rural à habitat dispersé,2,Tourisme rural,0.0422,0.0088,0.8,0.149,1
01127,Courmangoux,Rural à habitat dispersé,2,Tourisme rural,0.0189,0.0063,0.7625,0.2123,1
01128,Courtes,Rural à habitat dispersé,2,Tourisme rural,0.0232,0.0169,0.6014,0.3585,1
01129,Crans,Rural à habitat très dispersé,2,Tourisme rural,0.0187,0.0126,0.716,0.2527,1
01130,Bresse Vallons,Rural à habitat dispersé,2,Tourisme rural,0.033,0.0217,0.5441,0.4013,1
01133,Cressin-Rochefort,Rural à habitat dispersé,2,Tourisme rural,0.0123,0.0149,0.9174,0.0554,1
01134,Crottet,Bourgs ruraux,2,Tourisme rural,0.0437,0.0239,0.576,0.3564,1
01135,Crozet,Ceintures urbaines,2,Tourisme rural,0.2355,0.0395,0.5653,0.1597,1
01136,Cruzilles-lès-Mépillat,Rural à habitat dispersé,2,Tourisme rural,0.0252,0.0243,0.6847,0.2657,1
01138,Culoz-Béon,Bourgs ruraux,2,Tourisme rural,0.1955,0.0371,0.6091,0.1583,1
01139,Curciat-Dongalon,Rural à habitat dispersé,2,Tourisme rural,0.0203,0.0173,0.5575,0.4049,1
01140,Curtafond,Rural à habitat dispersé,2,Tourisme rural,0.0223,0.0192,0.5676,0.3908,1
01141,Cuzieu,Rural à habitat dispersé,2,Tourisme rural,0.0197,0.0104,0.7968,0.1731,1
01142,Dagneux,Centres urbains intermédiaires,3,Tourisme litoral,0.2906,0.1735,0.2299,0.306,1
01143,Divonne-les-Bains,Ceintures urbaines,0,Peri-urbain loisirs,0.3854,0.0825,0.3613,0.1708,1
01145,Dompierre-sur-Veyle,Rural à habitat dispersé,2,Tourisme rural,0.0209,0.0142,0.613,0.352,1
01146,Dompierre-sur-Chalaronne,Rural à habitat dispersé,2,Tourisme rural,0.0164,0.0178,0.6579,0.308,1
01147,Domsure,Rural à habitat très dispersé,2,Tourisme rural,0.0182,0.0161,0.6256,0.3401,1
01148,Dortan,Bourgs ruraux,2,Tourisme rural,0.0767,0.0154,0.6462,0.2617,1
01149,Douvres,Bourgs ruraux,2,Tourisme rural,0.1239,0.0254,0.5722,0.2785,1
01150,Drom,Rural à habitat dispersé,2,Tourisme rural,0.0191,0.0054,0.7238,0.2517,1
01151,Druillat,Rural à habitat dispersé,2,Tourisme rural,0.0119,0.0096,0.8377,0.1408,1
01152,Échallon,Rural à habitat dispersé,2,Tourisme rural,0.0514,0.0079,0.6296,0.3112,1
01153,Échenevex,Ceintures urbaines,2,Tourisme rural,0.2538,0.0509,0.5211,0.1742,1
01155,Évosges,Rural à habitat dispersé,2,Tourisme rural,0.0614,0.0076,0.7393,0.1917,1
01156,Faramans,Rural à habitat dispersé,2,Tourisme rural,0.026,0.018,0.5893,0.3666,1
01157,Fareins,Petites villes,3,Tourisme litoral,0.1134,0.0358,0.3778,0.4731,1
01158,Farges,Bourgs ruraux,2,Tourisme rural,0.1221,0.0228,0.5743,0.2809,1
01159,Feillens,Bourgs ruraux,2,Tourisme rural,0.1841,0.0293,0.429,0.3576,1
01160,Ferney-Voltaire,Centres urbains intermédiaires,0,Peri-urbain loisirs,0.355,0.2905,0.1309,0.2236,1
01162,Flaxieu,Rural à habitat dispersé,2,Tourisme rural,0.009,0.0121,0.8567,0.1222,1
01163,Foissiat,Rural à habitat dispersé,2,Tourisme rural,0.0289,0.0176,0.5903,0.3632,1
01165,Francheleins,Rural à habitat dispersé,2,Tourisme rural,0.0356,0.0196,0.5876,0.3572,1
01166,Frans,Ceintures urbaines,2,Tourisme rural,0.2393,0.0536,0.3921,0.315,1
01167,Garnerans,Rural à habitat dispersé,2,Tourisme rural,0.0154,0.0187,0.7701,0.1958,1
01169,Genouilleux,Ceintures urbaines,2,Tourisme rural,0.1128,0.0342,0.6219,0.2312,1
01170,Béard-Géovreissiat,Petites villes,2,Tourisme rural,0.1503,0.0339,0.6342,0.1816,1
01171,Géovreisset,Ceintures urbaines,2,Tourisme rural,0.2843,0.0497,0.4929,0.173,1
01173,Gex,Centres urbains intermédiaires,2,Tourisme rural,0.2934,0.0791,0.3695,0.258,1
01174,Giron,Rural à habitat dispersé,2,Tourisme rural,0.0433,0.0063,0.621,0.3295,1
01175,Gorrevod,Bourgs ruraux,2,Tourisme rural,0.0381,0.0296,0.6227,0.3096,1
01177,Grand-Corent,Rural à habitat dispersé,2,Tourisme rural,0.0504,0.0081,0.8411,0.1004,1
01179,Grièges,Bourgs ruraux,2,Tourisme rural,0.0339,0.0273,0.6039,0.3349,0
01180,Grilly,Rural à habitat dispersé,2,Tourisme rural,0.0741,0.0175,0.7935,0.115,1
01181,Groissiat,Rural à habitat dispersé,2,Tourisme rural,0.1326,0.0302,0.6182,0.219,1
01183,Guéreins,Ceintures urbaines,2,Tourisme rural,0.2108,0.0586,0.3889,0.3417,1
01184,Hautecourt-Romanèche,Rural à habitat dispersé,2,Tourisme rural,0.027,0.006,0.7192,0.2479,1
01185,Plateau d'Hauteville,Bourgs ruraux,2,Tourisme rural,0.1377,0.0241,0.6678,0.1704,1
01187,Haut Valromey,Rural à habitat dispersé,2,Tourisme rural,0.0679,0.0116,0.5585,0.362,1
01188,Illiat,Rural à habitat dispersé,2,Tourisme rural,0.0153,0.0139,0.6863,0.2845,1
01189,Injoux-Génissiat,Rural à habitat dispersé,2,Tourisme rural,0.1133,0.0239,0.6794,0.1834,1
01190,Innimond,Rural à habitat dispersé,2,Tourisme rural,0.0432,0.0065,0.6157,0.3346,1
01191,Izenave,Rural à habitat dispersé,2,Tourisme rural,0.0434,0.0083,0.595,0.3533,1
01192,Izernore,Bourgs ruraux,2,Tourisme rural,0.0985,0.016,0.7756,0.11,1
01193,Izieu,Rural à habitat dispersé,2,Tourisme rural,0.0213,0.0042,0.8852,0.0893,1
01194,Jassans-Riottier,Ceintures urbaines,3,Tourisme litoral,0.2767,0.1991,0.1447,0.3795,0
01195,Jasseron,Bourgs ruraux,2,Tourisme rural,0.0471,0.0148,0.762,0.1761,1
01196,Jayat,Rural à habitat dispersé,2,Tourisme rural,0.0263,0.0205,0.5348,0.4184,1
01197,Journans,Rural à habitat dispersé,2,Tourisme rural,0.0228,0.0175,0.8784,0.0813,1
01198,Joyeux,Rural à habitat très dispersé,2,Tourisme rural,0.0273,0.0172,0.5996,0.356,1
01199,Jujurieux,Bourgs ruraux,2,Tourisme rural,0.0726,0.0151,0.7676,0.1446,1
01200,Labalme,Rural à habitat dispersé,2,Tourisme rural,0.0427,0.007,0.6448,0.3055,1
01202,Lagnieu,Petites villes,2,Tourisme rural,0.1712,0.0473,0.5182,0.2633,1
01203,Laiz,Bourgs ruraux,2,Tourisme rural,0.0513,0.0279,0.5599,0.361,1
01204,Le Poizat-Lalleyriat,Rural à habitat dispersé,2,Tourisme rural,0.0695,0.0104,0.6055,0.3146,1
01206,Lantenay,Rural à habitat dispersé,2,Tourisme rural,0.0465,0.0074,0.6454,0.3008,1
01207,Lapeyrouse,Rural à habitat dispersé,2,Tourisme rural,0.0202,0.0166,0.7583,0.205,1
01208,Lavours,Rural à habitat dispersé,2,Tourisme rural,0.009,0.0209,0.8518,0.1183,1
01209,Léaz,Rural à habitat dispersé,2,Tourisme rural,0.1135,0.0289,0.655,0.2025,1
01210,Lélex,Rural à habitat dispersé,2,Tourisme rural,0.0932,0.0165,0.5515,0.3387,1
01211,Lent,Bourgs ruraux,2,Tourisme rural,0.0299,0.0196,0.5817,0.3687,1
01212,Lescheroux,Rural à habitat dispersé,2,Tourisme rural,0.02,0.0157,0.6073,0.357,1
01213,Leyment,Rural à habitat dispersé,2,Tourisme rural,0.0171,0.014,0.808,0.161,1
01214,Leyssard,Rural à habitat très dispersé,2,Tourisme rural,0.0594,0.0093,0.689,0.2423,1
01215,Surjoux-Lhopital,Rural à habitat très dispersé,2,Tourisme rural,0.1271,0.0239,0.6692,0.1797,1
01216,Lhuis,Rural à habitat dispersé,2,Tourisme rural,0.0851,0.0179,0.7282,0.1688,1
01219,Lompnas,Rural à habitat dispersé,2,Tourisme rural,0.0492,0.0065,0.6362,0.3081,1
01224,Loyettes,Ceintures urbaines,2,Tourisme rural,0.2043,0.0448,0.4367,0.3142,1
01225,Lurcy,Rural à habitat dispersé,2,Tourisme rural,0.0179,0.0149,0.588,0.3792,1
01227,Magnieu,Rural à habitat dispersé,2,Tourisme rural,0.011,0.004,0.9127,0.0723,1
01228,Maillat,Bourgs ruraux,2,Tourisme rural,0.066,0.0124,0.6263,0.2953,1
01229,Malafretaz,Rural à habitat dispersé,2,Tourisme rural,0.0381,0.0214,0.4812,0.4592,1
01230,Mantenay-Montlin,Rural à habitat très dispersé,2,Tourisme rural,0.0203,0.0148,0.5754,0.3895,1
01231,Manziat,Bourgs ruraux,2,Tourisme rural,0.0636,0.0271,0.4758,0.4335,1
01232,Marboz,Rural à habitat dispersé,2,Tourisme rural,0.0299,0.0168,0.6101,0.3433,1
01233,Marchamp,Rural à habitat dispersé,2,Tourisme rural,0.0539,0.0079,0.6158,0.3224,1
01234,Marignieu,Rural à habitat dispersé,2,Tourisme rural,0.0174,0.0064,0.8068,0.1693,1
01235,Marlieux,Bourgs ruraux,2,Tourisme rural,0.0326,0.0305,0.707,0.2298,1
01236,Marsonnas,Rural à habitat dispersé,2,Tourisme rural,0.0247,0.019,0.573,0.3834,1
01237,Martignat,Bourgs ruraux,2,Tourisme rural,0.1123,0.0188,0.6157,0.2532,1
01238,Massieux,Ceintures urbaines,3,Tourisme litoral,0.2447,0.1994,0.2016,0.3543,0
01239,Massignieu-de-Rives,Rural à habitat dispersé,2,Tourisme rural,0.0135,0.0059,0.9421,0.0385,1
01240,Matafelon-Granges,Rural à habitat dispersé,2,Tourisme rural,0.054,0.0069,0.853,0.0861,1
01241,Meillonnas,Rural à habitat dispersé,2,Tourisme rural,0.0286,0.0098,0.6888,0.2728,1
01242,Mérignat,Rural à habitat dispersé,2,Tourisme rural,0.0396,0.0079,0.755,0.1975,1
01243,Messimy-sur-Saône,Bourgs ruraux,3,Tourisme litoral,0.0869,0.0287,0.3863,0.4982,1
01244,Meximieux,Centres urbains intermédiaires,0,Peri-urbain loisirs,0.3211,0.1598,0.2725,0.2466,1
01245,Bohas-Meyriat-Rignat,Rural à habitat dispersé,2,Tourisme rural,0.0191,0.0119,0.8353,0.1336,1
01246,Mézériat,Bourgs ruraux,3,Tourisme litoral,0.0446,0.0267,0.4568,0.4719,1
01247,Mijoux,Rural à habitat dispersé,2,Tourisme rural,0.08,0.0115,0.5772,0.3313,1
01248,Mionnay,Bourgs ruraux,2,Tourisme rural,0.0561,0.0282,0.6294,0.2863,1
01249,Miribel,Ceintures urbaines,0,Peri-urbain loisirs,0.3605,0.0885,0.3366,0.2145,1
01250,Misérieux,Ceintures urbaines,2,Tourisme rural,0.2438,0.049,0.3832,0.324,1
01252,Mogneneins,Rural à habitat dispersé,2,Tourisme rural,0.0078,0.0174,0.8527,0.1221,1
01254,Montagnat,Bourgs ruraux,2,Tourisme rural,0.0522,0.0275,0.6184,0.3018,1
01255,Montagnieu,Rural à habitat dispersé,2,Tourisme rural,0.024,0.0188,0.8409,0.1163,1
01257,Montanges,Rural à habitat dispersé,2,Tourisme rural,0.0811,0.0114,0.6052,0.3023,1
01258,Montceaux,Bourgs ruraux,2,Tourisme rural,0.0312,0.0237,0.662,0.283,1
01259,Montcet,Rural à habitat dispersé,2,Tourisme rural,0.019,0.0235,0.6668,0.2906,1
01260,Le Montellier,Rural à habitat très dispersé,2,Tourisme rural,0.0278,0.017,0.6112,0.3439,1
01261,Monthieux,Bourgs ruraux,2,Tourisme rural,0.0347,0.0249,0.763,0.1774,1
01262,Montluel,Centres urbains intermédiaires,2,Tourisme rural,0.0933,0.0356,0.5247,0.3464,1
01263,Montmerle-sur-Saône,Ceintures urbaines,3,Tourisme litoral,0.2462,0.1802,0.1866,0.387,1
01264,Montracol,Bourgs ruraux,2,Tourisme rural,0.0246,0.0207,0.7608,0.194,1
01265,Montréal-la-Cluse,Petites villes,2,Tourisme rural,0.2031,0.0425,0.4785,0.2759,1
01266,Montrevel-en-Bresse,Bourgs ruraux,3,Tourisme litoral,0.1329,0.0396,0.3359,0.4915,1
01267,Nurieux-Volognat,Rural à habitat dispersé,2,Tourisme rural,0.0574,0.0091,0.7495,0.184,1
01268,Murs-et-Gélignieux,Rural à habitat très dispersé,2,Tourisme rural,0.0139,0.0111,0.9003,0.0746,1
01269,Nantua,Bourgs ruraux,2,Tourisme rural,0.214,0.0421,0.4666,0.2774,1
01272,Neuville-les-Dames,Bourgs ruraux,2,Tourisme rural,0.0302,0.0203,0.6977,0.2518,1
01273,Neuville-sur-Ain,Rural à habitat dispersé,2,Tourisme rural,0.0318,0.0136,0.7902,0.1644,1
01274,Les Neyrolles,Bourgs ruraux,2,Tourisme rural,0.093,0.0148,0.5931,0.2991,1
01275,Neyron,Ceintures urbaines,2,Tourisme rural,0.287,0.078,0.4202,0.2148,1
01276,Niévroz,Bourgs ruraux,2,Tourisme rural,0.0692,0.0325,0.561,0.3373,1
01277,Nivollet-Montgriffon,Rural à habitat très dispersé,2,Tourisme rural,0.0528,0.01,0.5893,0.3479,1
01279,Oncieu,Rural à habitat dispersé,2,Tourisme rural,0.0324,0.0058,0.736,0.2258,1
01280,Ordonnaz,Rural à habitat dispersé,2,Tourisme rural,0.0441,0.0061,0.6045,0.3453,1
01281,Ornex,Ceintures urbaines,1,Domicile travail,0.2694,0.2925,0.1987,0.2394,1
01282,Outriaz,Rural à habitat dispersé,2,Tourisme rural,0.0465,0.0075,0.6635,0.2825,1
01283,Oyonnax,Centres urbains intermédiaires,0,Peri-urbain loisirs,0.3389,0.1494,0.325,0.1868,1
01284,Ozan,Rural à habitat dispersé,2,Tourisme rural,0.0291,0.0237,0.6355,0.3116,1
01285,Parcieux,Ceintures urbaines,2,Tourisme rural,0.2624,0.0557,0.4117,0.2702,1
01286,Parves et Nattages,Rural à habitat dispersé,2,Tourisme rural,0.0469,0.0095,0.8252,0.1184,1
01288,Péron,Bourgs ruraux,2,Tourisme rural,0.1522,0.0296,0.5451,0.2731,1
01289,Péronnas,Ceintures urbaines,2,Tourisme rural,0.3376,0.0829,0.3674,0.212,1
01290,Pérouges,Rural à habitat dispersé,2,Tourisme rural,0.0201,0.0153,0.637,0.3276,1
01291,Perrex,Rural à habitat dispersé,2,Tourisme rural,0.0234,0.0189,0.5463,0.4114,1
01293,Peyriat,Rural à habitat dispersé,2,Tourisme rural,0.0438,0.0072,0.6839,0.2651,1
01294,Peyrieu,Rural à habitat dispersé,2,Tourisme rural,0.0192,0.0086,0.8414,0.1307,1
01295,Peyzieux-sur-Saône,Rural à habitat dispersé,2,Tourisme rural,0.0129,0.0105,0.8432,0.1333,1
01296,Pirajoux,Rural à habitat dispersé,2,Tourisme rural,0.0149,0.0148,0.6013,0.369,1
01297,Pizay,Rural à habitat dispersé,2,Tourisme rural,0.0188,0.0157,0.6362,0.3293,1
01298,Plagne,Rural à habitat dispersé,2,Tourisme rural,0.044,0.0066,0.6288,0.3207,1
01299,Le Plantay,Rural à habitat dispersé,2,Tourisme rural,0.0235,0.0205,0.6439,0.3122,1
01301,Polliat,Bourgs ruraux,2,Tourisme rural,0.0516,0.0282,0.5286,0.3917,1
01302,Pollieu,Rural à habitat dispersé,2,Tourisme rural,0.0112,0.0104,0.8893,0.0891,1
01303,Poncin,Bourgs ruraux,2,Tourisme rural,0.0433,0.0165,0.7708,0.1694,1
01304,Pont-d'Ain,Bourgs ruraux,2,Tourisme rural,0.0816,0.0327,0.6947,0.1909,1
01305,Pont-de-Vaux,Bourgs ruraux,2,Tourisme rural,0.106,0.0369,0.4964,0.3606,1
01306,Pont-de-Veyle,Bourgs ruraux,3,Tourisme litoral,0.2374,0.1456,0.2672,0.3499,1
01307,Port,Petites villes,2,Tourisme rural,0.1404,0.0265,0.5625,0.2706,1
